timestamp,q_x,q_y,q_z,q_w,ang_vel_x,ang_vel_y,ang_vel_z
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.004166666666666667,0.0009019629366896738,-0.00019123982959247854,-0.0005326297405740623,0.9999994330977132,0.4329422914230383,-0.09179513555068113,-0.2556623237874038
0.008333333333333333,0.0024563219405054925,-0.00011301460352073562,-0.0016085977287612124,0.9999956830524674,0.7462127354954144,0.03761620643447487,-0.516289058760758
0.0125,0.0031264712515985944,-0.00013996795059373384,-0.0032337576403605986,0.9999898741477381,0.3217446439975289,-0.01153919246618968,-0.7800737024283634
0.016666666666666666,0.003419409836197363,0.000600374745429763,-0.004723203915627144,0.999982819118063,0.14186898230219264,0.3571411124352331,-0.7138075451582059
0.020833333333333332,0.003897315642565082,0.0015862574830073821,-0.006792458264867879,0.9999680781048462,0.23105406627826813,0.4755330896173101,-0.9917789260042458
0.024999999999999998,0.0032396307415085094,0.0023013842544969882,-0.009328182669939834,0.9999485953944073,-0.3152417407079479,0.3501530688385729,-1.215335315979033
0.029166666666666664,0.002187326241148652,0.002841197577847313,-0.01244708980934552,0.9999161030584098,-0.5060589243037611,0.2686951612863064,-1.4951448631531428
0.03333333333333333,0.0030125732928381723,0.0036356990476698776,-0.01573950190732156,0.9998649779716756,0.39639655395225115,0.3799254377831065,-1.5808251652809826
0.0375,0.001884277373447707,0.004720229514770233,-0.018984015989724486,0.9998068693847876,-0.5388945860595018,0.5338228103992051,-1.5540615521425716
0.041666666666666664,-0.0005333081248209044,0.005502961456284452,-0.021811807753138058,0.9997468069667413,-1.1594398391999805,0.4003632556802691,-1.3514429749436747
0.04583333333333333,-0.0024835894533278995,0.006846310572496899,-0.02421980033078613,0.9996801293848493,-0.9282129532671551,0.6646240831154419,-1.1514364356055249
0.049999999999999996,-0.003105039304572617,0.00829316642460967,-0.02616876926017156,0.9996183159771427,-0.28785883269530876,0.6993737843261646,-0.9356080405900802
0.05416666666666666,-0.0025983498428758162,0.009929144394041875,-0.028614285683370235,0.9995378348639569,0.2538131572043836,0.7752818510843713,-1.1788678020257994
0.05833333333333333,-0.0004930647615971695,0.011943458520534763,-0.03130344756906566,0.9994384447558539,1.0247983308067756,0.9346303355945713,-1.3041157063126507
0.06249999999999999,0.0025072163345318393,0.014425435906317516,-0.033605337221462375,0.999327925145393,1.4634019715369062,1.1456916606609273,-1.1237386347176839
0.06666666666666667,0.006361589731529051,0.017382623842188163,-0.036321359496252155,0.9991687211921682,1.8779519218079561,1.3607010510092674,-1.3285190472517951
0.07083333333333333,0.009765988940923849,0.021099022845985974,-0.03891794026335859,0.9989718968122215,1.6764908793020354,1.732615823679592,-1.2658178609331363
0.075,0.014329477292710545,0.02449687958713093,-0.041076881693428074,0.9987528516912256,2.2308722690998892,1.5563940966713745,-1.069613800951891
0.07916666666666666,0.01760748793480995,0.027419963331862376,-0.04293267022313038,0.9985463974232829,1.6087217846102093,1.3518952448616448,-0.9121807524001055
0.08333333333333333,0.02081797415547777,0.030935494195816003,-0.04519147759542213,0.9982821933219409,1.5837510915291542,1.6414167309132477,-1.10064448209075
0.0875,0.022174592013797477,0.034151511005932805,-0.04739394216456018,0.9980459789063506,0.6894774094877046,1.5371290228091092,-1.048501896041736
0.09166666666666666,0.025146766257131567,0.03779497507576723,-0.04957055746288251,0.9977384125303839,1.4743410848961354,1.7060481513065584,-1.05967716192268
0.09583333333333333,0.02986585996250437,0.04174706535474299,-0.05195370277659384,0.9973294469285303,2.3157968605018553,1.8166257626498832,-1.1889705931964387
0.09999999999999999,0.035588174975059235,0.04613203568368706,-0.05400467241823488,0.9968394115616731,2.814680263535249,1.9957032894158537,-1.0458724838242046
0.10416666666666666,0.04245957879136102,0.05064625258928269,-0.05563441168278785,0.9962614885180662,3.3786920569489336,2.0225141726906597,-0.8698364627892889
0.10833333333333332,0.04951804789416071,0.05589808059336086,-0.057128397093237526,0.9955700446298528,3.493465981946415,2.3702492044778616,-0.7974647953292966
0.11249999999999999,0.057383346873000333,0.0612331255675004,-0.05813792851807537,0.9947751691224077,3.896780585718491,2.3791569897939437,-0.5884618110422288
