run,R,t_to_thr_base,t_recover,residual_base,residual,domain
382,2.4980018054066026e-15,0.0,0.0,4.820600451344647,4.814157540423965,spacecraft
383,,0.0,0.0,4.559825375394238,4.559825375394238,spacecraft
384,,0.0,0.0,4.298551318927793,4.298551318927793,spacecraft
385,,0.0,0.0,4.521583354559177,4.521583354559177,spacecraft
386,2.664535259100376e-15,0.0,0.0,4.733800498073629,4.728525660808929,spacecraft
387,,0.0,0.0,4.633299514642059,4.633299514642059,spacecraft
388,,0.0,0.0,4.074907187191744,4.074907187191744,spacecraft
389,,0.0,0.0,4.528337073241156,4.528337073241156,spacecraft
390,,0.0,0.0,4.268724003130038,4.268724003130038,spacecraft
391,,0.0,0.0,3.912737419331835,3.912737419331835,spacecraft
392,,0.0,0.0,4.283265294764553,4.283265294764553,spacecraft
393,3.219646771412954e-15,0.0,0.0,4.963047107877897,4.942482955585884,spacecraft
394,3.1086244689504387e-15,0.0,0.0,5.151634238636911,5.107963598089287,spacecraft
395,2.942091015256665e-15,0.0,0.0,5.050259124204869,5.024287655475006,spacecraft
396,,0.0,0.0,4.6881897664219325,4.6881897664219325,spacecraft
397,,0.0,0.0,4.645168046059149,4.645168046059149,spacecraft
398,,0.0,0.0,4.284801837459974,4.284801837459974,spacecraft
399,,0.0,0.0,4.042210938755678,4.042210938755678,spacecraft
400,3.0531133177191805e-15,0.0,0.0,5.109770479927336,5.076613208137647,spacecraft
401,,0.0,0.0,3.848564486796028,3.848564486796028,spacecraft
402,,0.0,0.0,3.7836845888891326,3.7836845888891326,spacecraft
403,,0.0,0.0,3.69632620010002,3.69632620010002,spacecraft
404,,0.0,0.0,3.48566307378716,3.48566307378716,spacecraft
405,,0.0,0.0,4.432318413158694,4.432318413158694,spacecraft
406,,0.0,0.0,4.320597375867625,4.320597375867625,spacecraft
407,,0.0,0.0,4.108786158833797,4.108786158833797,spacecraft
408,,0.0,0.0,4.554688204083295,4.554688204083295,spacecraft
409,,0.0,0.0,4.423051754763911,4.423051754763911,spacecraft
410,,0.0,0.0,4.09630212500002,4.09630212500002,spacecraft
411,2.886579864025407e-15,0.0,0.0,4.882086803795637,4.869039809656607,spacecraft
412,,0.0,0.0,4.23479192551539,4.23479192551539,spacecraft
413,2.997602166487923e-15,0.0,0.0,4.982910572499598,4.960549087030111,spacecraft
414,,0.0,0.0,4.1478344911205145,4.1478344911205145,spacecraft
415,,0.0,0.0,4.572006914773253,4.572006914773253,spacecraft
416,,0.0,0.0,4.307879311319014,4.307879311319014,spacecraft
417,,0.0,0.0,4.102595915239757,4.102595915239757,spacecraft
418,,0.0,0.0,4.526575793226354,4.526575793226354,spacecraft
419,,0.0,0.0,4.11459652811822,4.11459652811822,spacecraft
420,,0.0,0.0,4.527113005895496,4.527113005895496,spacecraft
421,2.886579864025407e-15,0.0,0.0,5.302528979952965,5.23721571950926,spacecraft
422,,0.0,0.0,4.191113163791953,4.191113163791953,spacecraft
423,,0.0,0.0,3.705241075656299,3.705241075656299,spacecraft
424,,0.0,0.0,3.776451905103583,3.776451905103583,spacecraft
425,,0.0,0.0,4.172283658241145,4.172283658241145,spacecraft
426,3.941291737419306e-15,0.0,0.0,5.196969862545829,5.1412764471047945,spacecraft
427,,0.0,0.0,4.463857940489887,4.463857940489887,spacecraft
428,2.942091015256665e-15,0.0,0.0,4.788222666493256,4.781715516880105,spacecraft
429,2.4980018054066026e-15,0.0,0.0,4.973894296977701,4.956260958050406,spacecraft
430,,0.0,0.0,4.408499376450736,4.408499376450736,spacecraft
431,,0.0,0.0,3.958960066272537,3.958960066272537,spacecraft
432,,0.0,0.0,3.908959554335385,3.908959554335385,spacecraft
433,,0.0,0.0,4.5769895384539545,4.5769895384539545,spacecraft
434,,0.0,0.0,4.2357898747448015,4.2357898747448015,spacecraft
435,,0.0,0.0,4.49796313986014,4.49796313986014,spacecraft
436,2.997602166487923e-15,0.0,0.0,5.119607446047401,5.079227668569827,spacecraft
437,,0.0,0.0,4.501511099556219,4.501511099556219,spacecraft
438,,0.0,0.0,4.621050892222074,4.621050892222074,spacecraft
439,,0.0,0.0,4.021095702524306,4.021095702524306,spacecraft
440,3.219646771412954e-15,0.0,0.0,5.245787033454508,5.1891186775618365,spacecraft
441,,0.0,0.0,4.607371320050053,4.607371320050053,spacecraft
442,,0.0,0.0,4.633057703824691,4.633057703824691,spacecraft
443,2.4424906541753444e-15,0.0,0.0,4.786904486839164,4.780577606936453,spacecraft
444,,0.0,0.0,4.047342850406047,4.047342850406047,spacecraft
445,,0.0,0.0,3.939791271888651,3.939791271888651,spacecraft
446,,0.0,0.0,3.960333251142248,3.960333251142248,spacecraft
447,,0.0,0.0,3.8800261223284425,3.8800261223284425,spacecraft
448,,0.0,0.0,3.918713230433146,3.918713230433146,spacecraft
449,,0.0,0.0,4.415932193074694,4.415932193074694,spacecraft
450,,0.0,0.0,4.242232916695265,4.242232916695265,spacecraft
451,2.886579864025407e-15,0.0,0.0,5.054690997715534,5.026484256787231,spacecraft
452,2.886579864025407e-15,0.0,0.0,4.669439737080937,4.669397356490266,spacecraft
453,,0.0,0.0,4.41915609939275,4.41915609939275,spacecraft
454,,0.0,0.0,4.630288644081879,4.630288644081879,spacecraft
455,,0.0,0.0,4.037645383505303,4.037645383505303,spacecraft
456,,0.0,0.0,4.066698944569814,4.066698944569814,spacecraft
457,2.997602166487923e-15,0.0,0.0,5.054972594947,5.025890562654064,spacecraft
458,2.997602166487923e-15,0.0,0.0,4.758526557458329,4.754663925729567,spacecraft
459,,0.0,0.0,3.8987181271341096,3.8987181271341096,spacecraft
460,,0.0,0.0,4.580737453320936,4.580737453320936,spacecraft
461,,0.0,0.0,4.1416486508167605,4.1416486508167605,spacecraft
462,,0.0,0.0,3.98054808292871,3.98054808292871,spacecraft
463,,0.0,0.0,4.3074169304754735,4.3074169304754735,spacecraft
464,,0.0,0.0,3.985986698055133,3.985986698055133,spacecraft
465,,0.0,0.0,3.811091084454516,3.811091084454516,spacecraft
466,2.275957200481571e-15,0.0,0.0,4.722616348111755,4.722492073047726,spacecraft
467,2.3314683517128287e-15,0.0,0.0,4.691701000442471,4.691445841881806,spacecraft
468,,0.0,0.0,4.271133203913151,4.271133203913151,spacecraft
469,2.942091015256665e-15,0.0,0.0,5.233949533515683,5.181656528104757,spacecraft
470,,0.0,0.0,4.36719670475318,4.36719670475318,spacecraft
471,,0.0,0.0,4.549941653346232,4.549941653346232,spacecraft
472,,0.0,0.0,4.013952332089898,4.013952332089898,spacecraft
473,,0.0,0.0,4.092183674877641,4.092183674877641,spacecraft
474,,0.0,0.0,4.03565389861301,4.03565389861301,spacecraft
475,,0.0,0.0,4.666569814137888,4.666569814137888,spacecraft
476,,0.0,0.0,3.870141233956366,3.870141233956366,spacecraft
477,,0.0,0.0,4.457551080858912,4.457551080858912,spacecraft
478,,0.0,0.0,4.340422040265239,4.340422040265239,spacecraft
479,,0.0,0.0,3.7799038473536735,3.7799038473536735,spacecraft
480,3.885780586188048e-15,0.0,0.0,4.789681537377832,4.778745352330707,spacecraft
481,,0.0,0.0,3.976909004881216,3.976909004881216,spacecraft
482,2.220446049250313e-15,0.0,0.0,4.671343735049969,4.670918461262665,spacecraft
483,,0.0,0.0,4.007268829654422,4.007268829654422,spacecraft
484,,0.0,0.0,4.301804199235716,4.301804199235716,spacecraft
485,,0.0,0.0,4.245001852541945,4.245001852541945,spacecraft
486,,0.0,0.0,4.557701534863152,4.557701534863152,spacecraft
487,,0.0,0.0,4.537865632526305,4.537865632526305,spacecraft
488,,0.0,0.0,3.7833533101903303,3.7833533101903303,spacecraft
489,,0.0,0.0,3.918425084634967,3.918425084634967,spacecraft
490,3.608224830031759e-15,0.0,0.0,4.68659077832124,4.685074900565491,spacecraft
491,,0.0,0.0,3.961842517353468,3.961842517353468,spacecraft
492,,0.0,0.0,4.160084220585523,4.160084220585523,spacecraft
493,3.497202527569243e-15,0.0,0.0,4.820962568193553,4.810670013433003,spacecraft
494,2.997602166487923e-15,0.0,0.0,4.983654570319618,4.959055668358799,spacecraft
495,,0.0,0.0,3.5450188507586837,3.5450188507586837,spacecraft
496,,0.0,0.0,3.562947460337254,3.562947460337254,spacecraft
497,3.1086244689504387e-15,0.0,0.0,4.879574125358882,4.864152409875516,spacecraft
498,,0.0,0.0,3.66211129978446,3.66211129978446,spacecraft
499,,0.0,0.0,4.098412713494388,4.098412713494388,spacecraft
